"emp_no","last_name","first_name","hire_date"
223263,"Lambe","Pohua","1986-08-08"
104877,"DasSarma","Arif","1986-08-08"
211610,"Rijckaert","Bernardo","1986-08-08"
415535,"Randi","Teruyuki","1986-08-08"
215548,"Velardi","Dietrich","1986-08-08"
254466,"Mukaidono","Honesty","1986-08-08"
486170,"Gente","Zvonko","1986-08-08"
233798,"Feinberg","Pranas","1986-08-08"
83473,"Zykh","Adhemar","1986-08-08"
247114,"Molenkamp","Vasilis","1986-08-08"
406215,"Soicher","Suzette","1986-08-08"
270494,"Erde","Aksel","1986-08-08"
436492,"Haraldson","Divier","1986-08-08"
434615,"Goodrum","Zhigen","1986-08-08"
466209,"Fujisaki","Chikako","1986-08-08"
417960,"Andreotta","Falguni","1986-08-08"
497743,"Zirintsis","Goncalo","1986-08-08"
420380,"Schnelling","Ewing","1986-08-08"
206604,"Rajala","Adil","1986-08-08"
49796,"Rouquie","Edwin","1986-08-08"
233408,"Leuchs","Neven","1986-08-08"
50860,"Thorelli","Udaiprakash","1986-08-08"
295048,"Vandervoorde","Chinhyun","1986-08-08"
240714,"Shrader","Patricia","1986-08-08"
286423,"Flanders","Dietrich","1986-08-08"
75841,"Speckmann","Vidar","1986-08-08"
219747,"Constantine","Oksana","1986-08-08"
33038,"Onuegbe","Younwoo","1986-08-08"
459217,"Katzenelson","Xiaocheng","1986-08-08"
416642,"Waleschkowski","Lene","1986-08-08"
408126,"Stassinopoulos","Premsyl","1986-08-08"
17492,"Rodite","Heon","1986-08-08"
298980,"Lundstrom","Patricio","1986-08-08"
284063,"Dratva","Persi","1986-08-08"
418576,"Perin","Ayakannu","1986-08-08"
72206,"Suermann","Dekang","1986-08-08"
214516,"Mukaidono","Kristina","1986-08-08"
486602,"Fabrizio","Serap","1986-08-08"
26806,"Uhrig","Wonhee","1986-08-08"
400322,"Georgakopoulos","Otmar","1986-08-08"
42366,"Maksimenko","Chriss","1986-08-08"
413157,"Stasinski","Shushma","1986-08-08"
19538,"Angelov","Rasikan","1986-08-08"
277523,"Fabrizio","Yuqun","1986-08-08"
482030,"Rossi","Jongsuk","1986-08-08"
219452,"Eldridge","Ipke","1986-08-08"
430775,"Erdi","Ashish","1986-08-08"
416420,"Heemskerk","Adamantios","1986-08-08"
430387,"Tiemann","Mingzeng","1986-08-08"
43779,"Segond","Christophe","1986-08-08"
280120,"Ermel","Mads","1986-08-08"
76997,"Usery","Yinlin","1986-08-08"
294020,"Deyuan","Pohua","1986-08-08"
11328,"Ferriere","Xiong","1986-08-08"
465193,"Falster","Dannz","1986-08-08"
412133,"Penttonen","Moti","1986-08-08"
445047,"Atchley","Boutros","1986-08-08"
290380,"Honiden","Toshiko","1986-08-08"
249463,"Montresor","Jongsuk","1986-08-08"
449266,"Parascandalo","Basim","1986-08-08"
105793,"Dulli","Dhritiman","1986-08-08"
87743,"Gronowski","Takanari","1986-08-08"
417152,"Aloisi","Chaitali","1986-08-08"
426367,"Nitta","Qiwen","1986-08-08"
71840,"Salinas","Volkmar","1986-08-08"
447889,"Heinisuo","Erzsebet","1986-08-08"
227865,"Gaughan","Frederique","1986-08-08"
206238,"Sevcikova","Huan","1986-08-08"
473072,"Dichev","Kousuke","1986-08-08"
401577,"Mapelli","Harngdar","1986-08-08"
470209,"Laurillard","Persi","1986-08-08"
400328,"Bakhtari","Girolamo","1986-08-08"
255469,"Kaiserswerth","Chikako","1986-08-08"
109103,"Kornatzky","Fay","1986-08-08"
21684,"Oaver","Takanari","1986-08-08"
445601,"Bresenham","Dines","1986-08-08"
61496,"Benveniste","Branimir","1986-08-08"
484839,"Chinen","Arie","1986-08-08"
203554,"Lambe","Odoardo","1986-08-08"
50219,"Koblitz","Sadok","1986-08-08"
50244,"Jarecki","Uwe","1986-08-08"
464528,"Egerstedt","Katsuyuki","1986-08-08"
259997,"Junot","Valdiodio","1986-08-08"
82751,"Haumacher","Nirmal","1986-08-08"
295736,"Cooley","Radhakrishnan","1986-08-08"
445863,"Vasanthakumar","Huiqun","1986-08-08"
426715,"Salinas","Sachin","1986-08-08"
256629,"Jiang","Toong","1986-08-08"
425251,"Angel","Nishit","1986-08-08"
406952,"Baaz","Arve","1986-08-08"
107795,"Terkki","Pranav","1986-08-08"
86184,"Niizuma","Marjo","1986-08-08"
254843,"Figueira","Lijia","1986-08-08"
400408,"Kamble","Marla","1986-08-08"
78169,"Valiente","Aria","1986-08-08"
430794,"Gecseg","Masaru","1986-08-09"
92579,"Falck","Djenana","1986-08-09"
443300,"Rousseau","Paraskevi","1986-08-09"
280239,"Armand","Aleksandar","1986-08-09"
444328,"Oaver","Udi","1986-08-09"
214310,"Poupard","Saddek","1986-08-09"
414074,"Tischendorf","Kirk","1986-08-09"
432906,"Streng","Filipe","1986-08-09"
240998,"Wegerle","Reinhold","1986-08-09"
439358,"Heyers","Shay","1986-08-09"
433502,"Pero","Bikash","1986-08-09"
47633,"Jiafu","Mabhin","1986-08-09"
75642,"Swiler","Ibibia","1986-08-09"
460750,"Narahari","Tadahiko","1986-08-09"
254692,"Baek","Chiradeep","1986-08-09"
200048,"Remmele","Ronghao","1986-08-09"
498393,"Lund","Hatim","1986-08-09"
48471,"Kaltofen","Yinghua","1986-08-09"
406941,"Camurati","Qiwen","1986-08-09"
406829,"Usery","Trygve","1986-08-09"
98638,"Lorch","Arch","1986-08-09"
430173,"Chimia","Nigel","1986-08-09"
207482,"Griswold","Apostol","1986-08-09"
83740,"Takanami","Itzchak","1986-08-09"
404219,"Passafiume","Ramya","1986-08-09"
212902,"Speckmann","Shounak","1986-08-09"
107394,"Munke","Satoru","1986-08-09"
471458,"Merle","Oscar","1986-08-09"
449642,"Lanphier","Persi","1986-08-09"
430152,"Tsukune","Kersti","1986-08-09"
433491,"Lindenbaum","Jaideep","1986-08-09"
70575,"Ramamoorthy","Jeanne","1986-08-09"
456763,"Denna","Toong","1986-08-09"
42298,"Kalefeld","Tru","1986-08-09"
232989,"Simmel","Kendra","1986-08-09"
80018,"Plumb","Demos","1986-08-09"
256352,"Garnham","Junsik","1986-08-09"
34269,"Barreiro","Xiaobin","1986-08-09"
269455,"Giaccio","Hein","1986-08-09"
56121,"Iacovou","Jeane","1986-08-09"
471946,"Gecseg","Arto","1986-08-09"
454412,"Servieres","Nadjib","1986-08-09"
83776,"Onuegbe","Irene","1986-08-09"
213238,"Lambe","Foong","1986-08-09"
422534,"Gini","Taegyun","1986-08-09"
258875,"Emmart","Josyula","1986-08-09"
36994,"Naudin","Phillip","1986-08-09"
292201,"Varman","Aris","1986-08-09"
299384,"Schiettecatte","Dipankar","1986-08-09"
478802,"Ozeri","Toshimitsu","1986-08-09"
269444,"Mungall","Stein","1986-08-09"
211216,"Ginesta","Chinya","1986-08-09"
69242,"Trystram","Arve","1986-08-09"
257103,"Fabrizio","Rildo","1986-08-09"
215335,"Kalafatis","Shuky","1986-08-09"
479357,"Perez","Noritoshi","1986-08-09"
458029,"Piazza","Hironoby","1986-08-09"
88269,"Kaelbling","Demin","1986-08-09"
108822,"Senzako","Sachem","1986-08-09"
281299,"Herber","Jianhui","1986-08-09"
295853,"Rahimi","Doohun","1986-08-09"
254268,"Scharstein","Mototsugu","1986-08-09"
58046,"Rissanen","Sanjay","1986-08-09"
104772,"VanScheik","Yannik","1986-08-09"
42697,"Weedman","Hauke","1986-08-09"
218933,"Heiserman","Kazunori","1986-08-09"
452565,"Kuszyk","Shan","1986-08-09"
248671,"Isard","Bokyung","1986-08-09"
227721,"Bahl","Chuanti","1986-08-09"
457924,"Perin","Sumali","1986-08-09"
71676,"Peltason","Kolar","1986-08-09"
13194,"Oberman","Aleksandar","1986-08-09"
449164,"Onuegbe","Malu","1986-08-09"
419127,"Gyorkos","Faiza","1986-08-09"
43064,"Ranum","Peer","1986-08-09"
63836,"Petersohn","Hitofumi","1986-08-09"
44602,"Marciano","Youpyo","1986-08-09"
71979,"Kropp","Sugwoo","1986-08-09"
266758,"Calkin","Moti","1986-08-09"
205988,"Steenbeek","Boutros","1986-08-09"
493569,"Salvesen","Mikhail","1986-08-09"
265359,"Stenning","Seongbin","1986-08-09"
441168,"Kenevan","Nikolaos","1986-08-09"
434226,"Gulla","Miquel","1986-08-09"
54127,"Quittner","Matt","1986-08-09"
21041,"Raney","Heon","1986-08-09"
464321,"Melton","Charmane","1986-08-09"
410825,"Christianini","Saeko","1986-08-09"
282445,"Zolotykh","Baziley","1986-08-09"
460532,"Fasbender","Yakichi","1986-08-09"
52506,"Serra","Badri","1986-08-09"
216496,"Shihab","Holgard","1986-08-09"
278415,"Fendler","Shigeichiro","1986-08-09"
266543,"Lagarias","Adib","1986-08-09"
256466,"Brodie","Constantine","1986-08-09"
92651,"Conta","Arco","1986-08-10"
13906,"Dalton","Serif","1986-08-10"
244823,"Ladret","Zejun","1986-08-10"
479789,"Kropp","Collette","1986-08-10"
30331,"Vuskovic","Lene","1986-08-10"
37202,"Uehara","Rosine","1986-08-10"
441199,"Sifakis","Guadalupe","1986-08-10"
216633,"Delgrande","Horward","1986-08-10"
261574,"Benantar","Kauko","1986-08-10"
212940,"Syrzycki","Nahid","1986-08-10"
439788,"Setia","Irene","1986-08-10"
479640,"Beutelspacher","Rimon","1986-08-10"
58306,"Danecki","Rosalyn","1986-08-10"
415673,"Chiodo","Boutros","1986-08-10"
484211,"Henseler","Takanari","1986-08-10"
454788,"Wynblatt","Leni","1986-08-10"
102472,"Hiltgen","Peer","1986-08-10"
86033,"Smailagic","Richard","1986-08-10"
71250,"Fujisaki","Yucai","1986-08-10"
264650,"DiGiano","Srinidhi","1986-08-10"
239306,"Marwedel","Ziva","1986-08-10"
65350,"Herber","Martina","1986-08-10"
37294,"Heping","Elvis","1986-08-10"
72255,"Goodrum","Domenick","1986-08-10"
25260,"Dolinsky","Gao","1986-08-10"
428989,"VanScheik","Stein","1986-08-10"
416914,"Burnard","Zhaofang","1986-08-10"
417614,"Luck","Bernice","1986-08-10"
489310,"Chartres","Slavian","1986-08-10"
429061,"Muntz","Gadiel","1986-08-10"
459251,"Conta","Hongzue","1986-08-10"
459343,"Fordan","Gita","1986-08-10"
265617,"Vesel","Lalit","1986-08-10"
97745,"Heijenga","Aleksandar","1986-08-10"
228262,"Acton","Shaz","1986-08-10"
226925,"Molberg","Hitofumi","1986-08-10"
80808,"Kisuki","Toong","1986-08-10"
32087,"Kuhnemann","Fun","1986-08-10"
96936,"Mitina","Eishiro","1986-08-10"
464481,"Haumacher","Wilmer","1986-08-10"
75115,"Streng","Doohun","1986-08-10"
65868,"Cools","Guoxiang","1986-08-10"
61790,"Lindenbaum","Visit","1986-08-10"
104886,"Wallrath","Mariusz","1986-08-10"
433173,"Gischer","Supot","1986-08-10"
225960,"Cullers","Jeane","1986-08-10"
240956,"Lally","Mart","1986-08-10"
21932,"Grandbois","Shmuel","1986-08-10"
493754,"Stifter","Amstein","1986-08-10"
243914,"Cannata","Aamod","1986-08-10"
239537,"Thummel","Valter","1986-08-10"
261020,"Peck","Mokhtar","1986-08-10"
269768,"Rusterholz","Khaled","1986-08-10"
294224,"Baja","Fumiyo","1986-08-10"
35611,"Ramsak","Khue","1986-08-10"
249521,"Luan","Lunjin","1986-08-10"
90275,"Iacovou","Tesuya","1986-08-10"
22008,"Ferretti","Karlis","1986-08-10"
431055,"Vilarrasa","Rildo","1986-08-10"
461426,"Ramsay","Zito","1986-08-10"
262415,"Junot","Kenroku","1986-08-10"
45145,"Zumaque","Almudena","1986-08-10"
259536,"Verhoeff","Siamak","1986-08-10"
81245,"Krzyzanowski","Matk","1986-08-10"
268199,"Thummel","Goa","1986-08-10"
227403,"Picci","Luisa","1986-08-10"
103635,"Ebeling","Dayanand","1986-08-10"
290678,"Pleszkun","Gita","1986-08-10"
212643,"Malinowski","Tetsurou","1986-08-10"
40908,"Acton","Hidde","1986-08-10"
249898,"Masaki","Djenana","1986-08-10"
45572,"Lowrie","Uri","1986-08-10"
284221,"Veldwijk","Mostafa","1986-08-10"
433558,"Murtafg","Subhash","1986-08-10"
456391,"Marciano","Kendra","1986-08-10"
87697,"Luit","Sanjoy","1986-08-10"
487745,"Uhrig","George","1986-08-10"
16318,"Hiroyama","Naftaly","1986-08-10"
214624,"Rothenberg","Jenwei","1986-08-10"
43491,"Kroha","Barry","1986-08-10"
41709,"Zielinski","Maha","1986-08-10"
202652,"Pettis","Satyanarayana","1986-08-10"
419462,"Ladret","Xiadong","1986-08-10"
297083,"Wielonsky","Mohit","1986-08-10"
93951,"Woycyznski","Leen","1986-08-10"
215675,"Tibblin","Mizuhito","1986-08-10"
249707,"Sambasivam","Arnd","1986-08-10"
290806,"Kroft","Dung","1986-08-10"
267281,"Yetto","Lorien","1986-08-10"
412529,"Rotem","Kayoko","1986-08-10"
260934,"Boissier","Zhenbing","1986-08-10"
70487,"Besancenot","Vasilii","1986-08-10"
225696,"Honglei","Shir","1986-08-10"
421153,"Plotkin","Guttorm","1986-08-10"
236898,"Lichtner","Kiyokazu","1986-08-10"
454281,"Preusig","Turgut","1986-08-11"
272619,"Peot","Masaki","1986-08-11"
279890,"Sidhu","Remzi","1986-08-11"
76526,"Gubsky","Apostol","1986-08-11"
424768,"Homond","Tadahiko","1986-08-11"
289636,"Peternell","Bernt","1986-08-11"
107077,"Dichev","Faiza","1986-08-11"
81210,"Prampolini","Junsik","1986-08-11"
439293,"Chelton","Juichirou","1986-08-11"
49375,"Danner","Gennady","1986-08-11"
290750,"Malinowski","Radhakrishnan","1986-08-11"
461167,"Zumaque","Mizuhito","1986-08-11"
499021,"Zeleznik","Fumiya","1986-08-11"
491155,"Rubsam","Lene","1986-08-11"
60886,"Azumi","Guadalupe","1986-08-11"
65538,"Plesums","Moheb","1986-08-11"
487149,"Suppi","Uno","1986-08-11"
291793,"Eickenmeyer","Kerhong","1986-08-11"
235817,"Sidou","Mingsen","1986-08-11"
436186,"Zirintsis","Ingemar","1986-08-11"
261985,"Grabner","Toney","1986-08-11"
244949,"Murtha","Cedric","1986-08-11"
201194,"Mersereau","Oksana","1986-08-11"
429453,"Litzkow","Sham","1986-08-11"
18672,"Savasere","Peternela","1986-08-11"
101385,"Vickson","Maia","1986-08-11"
290521,"Karunanithi","Miomir","1986-08-11"
467029,"Coombs","Christfried","1986-08-11"
102049,"Gyorkos","Tayeb","1986-08-11"
105811,"Schreiter","Kenroku","1986-08-11"
472834,"Lanphier","Giordano","1986-08-11"
446375,"Kragelund","Arunachalam","1986-08-11"
22737,"Szemeredi","Willard","1986-08-11"
405903,"Heiserman","Sanjeeva","1986-08-11"
42308,"Erni","Herb","1986-08-11"
71725,"Yurek","Kannan","1986-08-11"
101559,"Kisuki","Rasiah","1986-08-11"
493376,"Stanfel","Barton","1986-08-11"
441103,"Norsworthy","Hongzhu","1986-08-11"
462615,"Wendorf","Yuchang","1986-08-11"
12961,"Rosch","Guther","1986-08-11"
284675,"Pews","Yongdong","1986-08-11"
467945,"Tanemo","Hsiangchu","1986-08-11"
242723,"McFarlin","Marit","1986-08-11"
445570,"Nations","Van","1986-08-11"
230926,"Kushnir","Xuedong","1986-08-11"
72324,"Curless","Ottavia","1986-08-11"
258981,"Swist","Guther","1986-08-11"
93859,"Yamaashi","Rafael","1986-08-11"
40114,"Marrevee","Jiakeng","1986-08-11"
258592,"Tetzlaff","Laurentiu","1986-08-11"
87397,"Perng","Lorien","1986-08-11"
259214,"Beetstra","Bedir","1986-08-11"
231760,"Auyong","Karsten","1986-08-11"
499774,"Mellouli","Eldridge","1986-08-11"
55145,"Delgrossi","Saddek","1986-08-11"
22321,"Decaestecker","Manton","1986-08-11"
78767,"Rosar","Sangeeta","1986-08-11"
95695,"Przulj","Tomofumi","1986-08-11"
477960,"Rosca","Masako","1986-08-11"
222451,"Isaac","Henk","1986-08-11"
66288,"Gire","Pramod","1986-08-11"
27642,"Zockler","Muneo","1986-08-11"
35400,"Klassen","Marko","1986-08-11"
91916,"Coney","Arnd","1986-08-11"
58879,"Ushiama","Cathie","1986-08-11"
231436,"Nannarelli","Hironobu","1986-08-11"
495536,"Hambrick","Ashish","1986-08-11"
89399,"Smeets","Erzsebet","1986-08-11"
271357,"Cannard","Olivera","1986-08-11"
37233,"Speer","Susanne","1986-08-11"
402449,"Guting","Tooru","1986-08-11"
271178,"Miculan","Kiam","1986-08-11"
282773,"Orlowska","Mansur","1986-08-11"
412166,"Hitomi","Vesna","1986-08-11"
238145,"Mayerwieser","Manohar","1986-08-11"
259144,"Swiss","Tooru","1986-08-11"
101692,"Apsitis","Gad","1986-08-11"
298468,"Jonsson","Tsutomu","1986-08-11"
476059,"Schueller","Giap","1986-08-11"
251193,"Heemskerk","Seongbin","1986-08-11"
407326,"Spataro","Jiafu","1986-08-11"
253718,"Skrikant","Zhonghua","1986-08-11"
255155,"Rindone","Premsyl","1986-08-11"
266125,"Janocha","Kyoichi","1986-08-11"
211080,"Murtagh","Elliott","1986-08-11"
85971,"Heystek","Tetsushi","1986-08-11"
435232,"Willoner","Gao","1986-08-11"
35071,"Usdin","Sajjad","1986-08-11"
25886,"Rosen","Masadi","1986-08-11"
418984,"Bernini","Randy","1986-08-11"
65606,"Bauknecht","Aiichiro","1986-08-11"
77073,"Colorni","Lalit","1986-08-11"
455399,"Fontet","Mats","1986-08-11"
416339,"Kitai","Genta","1986-08-11"
15365,"Schiettecatte","Mikhail","1986-08-11"
278138,"Thibadeau","Teiji","1986-08-11"
22570,"Stassinopoulos","Yuriy","1986-08-11"
246529,"Ratnaker","Etsuo","1986-08-11"
107508,"Mapelli","Rajmohan","1986-08-12"
479208,"Milicia","Prasadram","1986-08-12"
69131,"Hebert","Shuzo","1986-08-12"
268575,"Bouloucos","Yishay","1986-08-12"
71391,"Morris","Youjian","1986-08-12"
403746,"Caine","Tran","1986-08-12"
277219,"Naumovich","Kenroku","1986-08-12"
53887,"Gils","Sadegh","1986-08-12"
232802,"Riesenhuber","Branimir","1986-08-12"
414898,"Servi","Georgy","1986-08-12"
249138,"Farrow","Christfried","1986-08-12"
51014,"Gopalakrishnan","Conor","1986-08-12"
108947,"Doering","Ottavia","1986-08-12"
97730,"Smeets","Shooichi","1986-08-12"
98558,"Llado","Valery","1986-08-12"
494448,"Baja","Danae","1986-08-12"
222481,"Pagter","Vesna","1986-08-12"
489923,"Lipner","Giao","1986-08-12"
443406,"Oberman","Ottavia","1986-08-12"
10089,"Flasterstein","Sudharsan","1986-08-12"
23344,"Denti","Shih","1986-08-12"
94653,"Rotem","Dietrich","1986-08-12"
427231,"Riexinger","Unal","1986-08-12"
264845,"Tsunoo","Amabile","1986-08-12"
403832,"Roccetti","Brigham","1986-08-12"
295224,"Heping","Ronnie","1986-08-12"
412955,"Raney","Manu","1986-08-12"
283286,"Shackel","Clyde","1986-08-12"
405931,"Hebert","Werner","1986-08-12"
492767,"Tomescu","Shushma","1986-08-12"
453155,"Matzov","Rosella","1986-08-12"
401314,"Wursthorn","Uno","1986-08-12"
275519,"Goldhammer","Takahiro","1986-08-12"
13219,"Constantine","Wojceich","1986-08-12"
418527,"Lalonde","Uta","1986-08-12"
32814,"Kornyak","Amabile","1986-08-12"
489644,"Heuter","Vatsa","1986-08-12"
446905,"Cools","Oscal","1986-08-12"
213258,"Carrere","Kersti","1986-08-12"
285349,"Nergos","Kish","1986-08-12"
250287,"Oskamp","Arie","1986-08-12"
472772,"Frijda","Xiaoqiu","1986-08-12"
14701,"Nittel","Kwee","1986-08-12"
13511,"Pocchiola","Qiwen","1986-08-12"
463650,"McAlpine","Satyanarayana","1986-08-12"
476793,"Kuhnemann","Subbu","1986-08-12"
228168,"Morton","Subhankar","1986-08-12"
412696,"Stavenow","Werner","1986-08-12"
284593,"Merks","Torsten","1986-08-12"
58291,"Matheson","Shaowei","1986-08-12"
97221,"Anick","Martina","1986-08-12"
496331,"Edelhoff","Faiza","1986-08-12"
476933,"Kobara","Mayuri","1986-08-12"
47382,"Lovengreen","Shalesh","1986-08-12"
424657,"Rando","Anestis","1986-08-12"
466753,"Kushner","Stevo","1986-08-12"
104841,"Mitsuhashi","Kiyokazu","1986-08-12"
212107,"Heystek","Mark","1986-08-12"
462826,"Vilarrasa","Ult","1986-08-12"
74837,"Gunderson","Vitaly","1986-08-12"
66247,"Mitina","Aleksandar","1986-08-12"
224831,"Ermel","Arunas","1986-08-12"
74184,"Crelier","Demin","1986-08-12"
96674,"Sichman","Dannz","1986-08-12"
256957,"Reeken","Tze","1986-08-12"
412927,"Yemenis","Marie","1986-08-12"
221164,"Biran","Godehard","1986-08-12"
240419,"Bardell","Bernice","1986-08-12"
232559,"Vernadat","Ramya","1986-08-12"
203499,"Daescu","Rimli","1986-08-12"
100668,"Melski","Basem","1986-08-12"
66925,"Strandh","Shai","1986-08-12"
61205,"Stanger","Vishv","1986-08-12"
263603,"Rissanen","Berto","1986-08-12"
287331,"Casperson","Jolita","1986-08-12"
430176,"dAstous","Limsoon","1986-08-12"
474593,"Ferriere","Zhensheng","1986-08-12"
483004,"Sifakis","Sergi","1986-08-12"
216878,"Sommen","Claude","1986-08-12"
413272,"Comellas","Xianlong","1986-08-12"
489050,"Pramanik","Jeanna","1986-08-12"
96655,"Sanella","Arlette","1986-08-12"
61469,"Smailagic","Keiichiro","1986-08-12"
443547,"Erdi","Berna","1986-08-12"
252005,"Bale","Barry","1986-08-12"
480114,"Suri","Shakhar","1986-08-12"
445064,"Tramer","Jinya","1986-08-12"
407432,"Emmerich","Xiaoshan","1986-08-12"
215960,"Chelton","Elvia","1986-08-12"
285829,"Henders","Jeanne","1986-08-12"
429422,"Janetzko","Odinaldo","1986-08-12"
74246,"Erdi","Tomofumi","1986-08-12"
100280,"Welham","Abdelkader","1986-08-12"
51755,"England","Taizo","1986-08-12"
231129,"Cochrane","Saniya","1986-08-12"
493416,"Kopetz","Marco","1986-08-12"
110800,"Quadeer","Sanjoy","1986-08-12"
96754,"Bamford","Nobuyoshi","1986-08-12"
413226,"Plesums","Venkatesan","1986-08-12"
79248,"Melton","Sergi","1986-08-12"
37271,"Raoux","Falguni","1986-08-12"
12276,"Lenart","Yongmin","1986-08-12"
434526,"Teitelbaum","Rosalie","1986-08-12"
281334,"Samarati","Emran","1986-08-13"
415287,"Garnick","Yucai","1986-08-13"
258357,"Danecki","Ranan","1986-08-13"
68740,"Glinert","Chenye","1986-08-13"
438296,"Gist","Sajjad","1986-08-13"
458106,"Saoudi","Odoardo","1986-08-13"
21805,"Swift","Alagu","1986-08-13"
41570,"Poupard","Shaunak","1986-08-13"
39886,"Erdmenger","Alassane","1986-08-13"
92852,"Poujol","Odinaldo","1986-08-13"
233008,"Stafford","Along","1986-08-13"
88222,"Geffroy","Karsten","1986-08-13"
236782,"Bojadziev","Irene","1986-08-13"
30386,"Barvinok","Temple","1986-08-13"
470045,"Bresenham","Ulises","1986-08-13"
34158,"Syrotiuk","Mohammed","1986-08-13"
400908,"Koprowski","Eckart","1986-08-13"
475323,"Erol","Goh","1986-08-13"
66218,"Gulak","Branimir","1986-08-13"
244038,"Dulin","Nikolaos","1986-08-13"
42175,"Wrigley","Miquel","1986-08-13"
38852,"Lorys","Niranjan","1986-08-13"
38885,"Senzako","Adit","1986-08-13"
411672,"Claffy","Yakichi","1986-08-13"
498091,"Ciolek","Tua","1986-08-13"
289039,"Reinhard","Basant","1986-08-13"
79490,"Gronowski","Xiaocheng","1986-08-13"
280229,"Fiutem","Tooru","1986-08-13"
49689,"Rohrbach","Subir","1986-08-13"
35675,"Panwar","Huai","1986-08-13"
452785,"Cusworth","Honglan","1986-08-13"
226616,"Unno","Zine","1986-08-13"
479133,"Schoegge","Sangeeta","1986-08-13"
453069,"Marzano","Bowen","1986-08-13"
284114,"Schnabel","Rosine","1986-08-13"
240879,"Georgakopoulos","Navid","1986-08-13"
52546,"Pocchiola","Sachio","1986-08-13"
473826,"Nitta","Matt","1986-08-13"
55266,"Mawatari","Toney","1986-08-13"
69627,"Zuberek","Mihalis","1986-08-13"
492815,"Botman","Kwangsub","1986-08-13"
229533,"Luders","Trygve","1986-08-13"
83821,"Gonthier","Kazuhito","1986-08-13"
27855,"Lipner","Shay","1986-08-13"
469877,"Gips","Huan","1986-08-13"
78075,"Swift","Beshir","1986-08-13"
293567,"Kragelund","Masami","1986-08-13"
482671,"Solovay","Mari","1986-08-13"
48984,"Cronan","Ebru","1986-08-13"
491550,"Bahr","Marsha","1986-08-13"
31440,"Fandrianto","Minghong","1986-08-13"
497693,"Ciolek","Tsutomu","1986-08-13"
294666,"Penttonen","Xinglin","1986-08-13"
226440,"Genin","Harngdar","1986-08-13"
236041,"Nergos","Girolamo","1986-08-13"
269247,"Awdeh","Neven","1986-08-13"
287714,"Lammel","Sachem","1986-08-13"
209855,"Gyimothy","Mario","1986-08-13"
499334,"Takanami","Panayotis","1986-08-13"
105762,"Babu","Berry","1986-08-13"
403957,"Luders","Van","1986-08-13"
46098,"Reeker","Arnd","1986-08-13"
465795,"Parascandalo","Jagoda","1986-08-13"
482000,"Cannata","Zvonko","1986-08-13"
83390,"Barvinok","Tayeb","1986-08-13"
252313,"Ellozy","Zijian","1986-08-13"
102385,"Sidou","Mountaz","1986-08-13"
270680,"Kuszyk","Tze","1986-08-13"
205543,"Ernst","Nalini","1986-08-13"
432543,"Seghrouchni","Olivera","1986-08-13"
243607,"Merkl","Ramalingam","1986-08-13"
451715,"Willoner","Barton","1986-08-13"
60187,"Keustermans","Niteen","1986-08-13"
468356,"Bain","Siddarth","1986-08-13"
261997,"Orlowski","Tze","1986-08-13"
292627,"Reinhart","Anneli","1986-08-13"
459678,"Lunn","Florina","1986-08-13"
200976,"Seghrouchni","Moie","1986-08-13"
70681,"Sudbeck","Poornachandra","1986-08-13"
438409,"Duclos","Snehasis","1986-08-13"
45825,"Kalafatis","Dipankar","1986-08-13"
230537,"Morrey","Divier","1986-08-13"
218337,"Rothenberg","Richara","1986-08-13"
257891,"Nittel","Roded","1986-08-13"
260520,"Thisen","Susumu","1986-08-13"
474490,"Koshiba","Stafford","1986-08-13"
50784,"Penttonen","Vitaly","1986-08-13"
462865,"Schaad","Kensei","1986-08-13"
253143,"Leaver","Bangqing","1986-08-13"
208258,"Remmers","Nathalie","1986-08-13"
473889,"Cummings","Jiakeng","1986-08-13"
479062,"Narwekar","Aleksander","1986-08-13"
408622,"Cappello","Jamaludin","1986-08-13"
275744,"Mitina","Radhia","1986-08-13"
280159,"Hettesheimer","Luisa","1986-08-13"
34263,"Clemencon","Monique","1986-08-13"
483646,"Matzke","Ger","1986-08-13"
92658,"Colorni","Uinam","1986-08-13"
449339,"Speer","Parke","1986-08-13"
245076,"Schaft","Kousuke","1986-08-13"
299114,"Thisen","Emran","1986-08-13"
16190,"Fandrianto","Constantine","1986-08-13"
260378,"Basagni","Taisook","1986-08-13"
436188,"Bridgland","Bedir","1986-08-13"
12223,"Koyama","Niteen","1986-08-13"
269712,"Vieth","Kazunori","1986-08-13"
406831,"Gilg","Mototsugu","1986-08-13"
61844,"Serov","Serif","1986-08-13"
479584,"Mersereau","Alper","1986-08-13"
453132,"Genin","Goa","1986-08-13"
69802,"Himler","Hitomi","1986-08-13"
17992,"Winter","Zhonghua","1986-08-13"
27290,"Khamsi","Nakhoon","1986-08-14"
270124,"Vakili","Mayuri","1986-08-14"
278462,"Swab","Udo","1986-08-14"
226534,"Luiz","Avishai","1986-08-14"
287481,"Leppanen","Charmane","1986-08-14"
291367,"Kamble","Xiadong","1986-08-14"
480121,"Benveniste","Martina","1986-08-14"
76318,"Sury","Kazunori","1986-08-14"
284947,"Vidal","Martial","1986-08-14"
105573,"Gecsei","Danel","1986-08-14"
74746,"Merro","Karlis","1986-08-14"
497642,"Baumann","Sachem","1986-08-14"
218803,"Koshino","Lihong","1986-08-14"
272236,"Sherertz","Kensei","1986-08-14"
